title,weight_group_key,assumed_each_weight_oz,assumed_each_weight_lb,assumption_note,source_url,confidence,human_confirmed
COCONUT CHIPPED TOASTED UNSWT,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
AVOCADO HASS FRSH HAND SCOOPED,SYSCO_CROSS_CAMPUS,,2.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""2 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
POLENTA CORN MEAL YELLOW,SYSCO_CROSS_CAMPUS,,25.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""25 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
POTATO PANCAKE MINI BABYCAKE,SYSCO_CROSS_CAMPUS,,3.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""3 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
MEATBALL CKD ITAL RED SOD 1 OZ,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
SPINACH CHOPPED BAG,SYSCO_CROSS_CAMPUS,,3.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""3LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
PEPPER CHILI CALABRIAN,SYSCO_CROSS_CAMPUS,,6.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""6LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
BEEF FLANK STK SKND USA,SYSCO_CROSS_CAMPUS,,2.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""2#AVG""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CEREAL GRANOLA HNY OAT GF,SYSCO_CROSS_CAMPUS,,25.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""25 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CAKE LYR CARROT WORLDS GRT 9,SYSCO_CROSS_CAMPUS,,4.625,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""74 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CHEESE PARM WHEEL 1/12LB,SYSCO_CROSS_CAMPUS,,12.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""12 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
EGG LIQUID FRZN PLNT-BSD,SYSCO_CROSS_CAMPUS,,2.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""2 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CAPER NONPAREIL IMPORTED,SYSCO_CROSS_CAMPUS,,2.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""32 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CAKE CHOC FLOURLESS GLUTEN FRE,SYSCO_CROSS_CAMPUS,,4.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""4LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
BEAN BLK TURTLE DRIED,SYSCO_CROSS_CAMPUS,,20.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""20 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
POLENTA INSTANT FINE,SYSCO_CROSS_CAMPUS,,10.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""10 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
SAUCE HOISIN,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
PASTA LASAGNA WAVY,SYSCO_CROSS_CAMPUS,,1.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""16OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
SAUSAGE CHORIZO PORK RAW BULK,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
SAUSAGE PORK SWEET LONGANISA,SYSCO_CROSS_CAMPUS,,6.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""6 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
SCALLOP IQF DRY 80/120 IMPT,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
SOYBEAN WHOLE SHELLED EDAMAME,SYSCO_CROSS_CAMPUS,,2.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""2 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
LUMPYA PORK LUMPIANISA,SYSCO_CROSS_CAMPUS,,1.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""16 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
LUMPYA VEGETABLE,SYSCO_CROSS_CAMPUS,,2.5,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""2.5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
PEACH SLI IQF,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CHICKEN SLICED TOCINO STYL RTC,SYSCO_CROSS_CAMPUS,,6.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""6 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CHEESE MOZZ FRSH CILIEGN 1/3OZ,SYSCO_CROSS_CAMPUS,,3.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""3LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CHEESE VEGAN MOZZ SHRED,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
BLUEBERRY WILD IQF,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
PEPPER RED ROASTED,SYSCO_CROSS_CAMPUS,,1.75,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""28OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
PORK SLICED TOCINO STYLE,SYSCO_CROSS_CAMPUS,,6.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""6 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
RICE ARBORIO ITAL SUPERFINO,SYSCO_CROSS_CAMPUS,,2.20462,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""1KG""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
LUNCH MEAT MORTADELLA,SYSCO_CROSS_CAMPUS,,8.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""8#AVG""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
SOUP MASALA CAULIFLOWER,SYSCO_CROSS_CAMPUS,,4.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""4 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
SOUR CREAM LIGHT 50% RED FAT,SYSCO_CROSS_CAMPUS,,4.5,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""4.5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
TURKEY BREAST SMKD SLI .67OZ,SYSCO_CROSS_CAMPUS,,2.5,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""2.5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
SWEETENER AGAVE AMBER NECT ORG,SYSCO_CROSS_CAMPUS,,2.875,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""46OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
SAUSAGE CHICKEN APPLE LINK FRZ,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5 LBS""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
PORK BBQ SMKD PULLED PREMIUM,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
BEAN GARBANZO DRIED,SYSCO_CROSS_CAMPUS,,20.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""20 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CHEESE MOZZ PIZZA WHL MILK,SYSCO_CROSS_CAMPUS,,6.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""6#AVG""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CHEESE MOZZ SHRED SOY FREE VEG,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
FLOUR POWER UNBLCH,SYSCO_CROSS_CAMPUS,,32.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""32 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
DUMPLING PORK SIOMAI & SPICE,SYSCO_CROSS_CAMPUS,,2.8125,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""45 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CHEESE GOAT CHEF-CHEVRE,SYSCO_CROSS_CAMPUS,,4.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""4 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
SAUCE CHEESE NACHO DISP POUCH,SYSCO_CROSS_CAMPUS,,6.6875,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""107OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
MAYONNAISE REAL SQUEEZE,SYSCO_CROSS_CAMPUS,,1.25,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""20 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
VEGETABLE BLEND FAJITA PPR&ON,SYSCO_CROSS_CAMPUS,,2.5,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""2.5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
HAM BUFFET MASTER BNLS H/W 32%,SYSCO_CROSS_CAMPUS,,10.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""9-11#""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
HAM CURED HOT COPPA,SYSCO_CROSS_CAMPUS,,2.5,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""2.5LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CATFISH FIL SHANK 5-7 OZ USA,SYSCO_CROSS_CAMPUS,,15.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""15LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
BEAN SOY EDAMAME KERNEL FRZN,SYSCO_CROSS_CAMPUS,,24.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""24 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CHEESE PARMESAN GRATED,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CRAB IMIT SAL STYL,SYSCO_CROSS_CAMPUS,,2.5,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""2.5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
BRATWURST CKD STADIUM 4X1,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
POTATO HASHBROWN RUSSET DEHY,SYSCO_CROSS_CAMPUS,,2.53125,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""40.5OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
PASTE CHILI ANCHO,SYSCO_CROSS_CAMPUS,,1.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""1 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
MUSTARD DIJON PLS JAR,SYSCO_CROSS_CAMPUS,,3.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""48 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
SUGAR BROWN GOLDEN CANE,SYSCO_CROSS_CAMPUS,,2.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""2 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
PASTE CURRY TIKKA MASALA,SYSCO_CROSS_CAMPUS,,2.5,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""2.5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
PIMIENTO DICED,SYSCO_CROSS_CAMPUS,,1.75,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""28 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
BREAD LOAF MGRN GFR SLC,SYSCO_CROSS_CAMPUS,,1.5,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""24 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CHOCOLATE CHIP SEMI SWT 1000CT,SYSCO_CROSS_CAMPUS,,25.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""25LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CHICKEN CVP BRST RDM HALAL,SYSCO_CROSS_CAMPUS,,10.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""10 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CUP PLAS COMPST CLR GRN STRIPE,SYSCO_CROSS_CAMPUS,,1.25,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""20 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
BEEF SHLDR TNDR TERES MAJOR,SYSCO_CROSS_CAMPUS,,10.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""10#AVG""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
BACON TURKEY FULLY CKD,SYSCO_CROSS_CAMPUS,,10.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""10 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
BACON LAYFLT 14/18 APLGFFRZP12,SYSCO_CROSS_CAMPUS,,15.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""15 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
SAUCE HOT SRIRACHA,SYSCO_CROSS_CAMPUS,,1.0625,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""17OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
KETCHUP FCY JUG,SYSCO_CROSS_CAMPUS,,7.125,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""114OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
GLACE DEMI VEAL FRZN,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5#AVG""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
MOLASSES PURE POMEGRANATE,SYSCO_CROSS_CAMPUS,,1.25,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""20 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
SAUSAGE MEXICAN CHORIZO BULK,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5  LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
WALNUT HALF & PIECES,SYSCO_CROSS_CAMPUS,,2.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""2LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
MILK OAT BARISTA PB,SYSCO_CROSS_CAMPUS,,2.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""32 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
SALAMI HARD SLI,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
PIE PUMPKIN RTB 10,SYSCO_CROSS_CAMPUS,,2.875,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""46 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CHEESE GOUDA SMK VAN GOGH SLI,SYSCO_CROSS_CAMPUS,,2.5,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""2.5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CHEESE BLUE ORIG PT REYES,SYSCO_CROSS_CAMPUS,,6.5,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""6.5#AV""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
FLOUR RICE,SYSCO_CROSS_CAMPUS,,50.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""50 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
EXTRACT VANILLA PURE,SYSCO_CROSS_CAMPUS,,1.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""16OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CHOCOLATE GRND SWT CHOC &COCOA,SYSCO_CROSS_CAMPUS,,30.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""30LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CHEESE MUENSTER RED RIND,SYSCO_CROSS_CAMPUS,,6.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""6#AVG""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CHEESE RICOTTA PS SPOT PK,SYSCO_CROSS_CAMPUS,,5.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""5 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
EGG LIQUID WHITES CGFREE,SYSCO_CROSS_CAMPUS,,2.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""2 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
CORN YEL RSTD,SYSCO_CROSS_CAMPUS,,2.5,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""2.5LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
BEAN MUNG WHL,SYSCO_CROSS_CAMPUS,,10.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""10 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
PLANTAIN FROZEN RIPE SLICES,SYSCO_CROSS_CAMPUS,,6.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""6 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
RICE BLK HEIRLOOM CHINA,SYSCO_CROSS_CAMPUS,,22.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""22 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
SALT SEA FLAKE,SYSCO_CROSS_CAMPUS,,3.1,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""3.1 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
NUT PISTACHIO SHELLED RAW,SYSCO_CROSS_CAMPUS,,2.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""2LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
PAN COATING ALL PURPOSE,SYSCO_CROSS_CAMPUS,,1.0625,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""17OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
SPICE FENUGREEK GRND,SYSCO_CROSS_CAMPUS,,1.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""16 OZ""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
SAUSAGE ITAL LNK HOT 4X1 6 IN,SYSCO_CROSS_CAMPUS,,12.0,"Sysco is a national distributor -- this exact product name's case weight was confirmed directly from UC Berkeley's own Sysco data (Pack size column = ""12 LB""), not estimated, and is reused here on the assumption the same national SKU is packed the same way regardless of which campus orders it.",,Medium,0
